,Title,Artist,Artist_followers,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Explicit_false,Explicit_true,album,compilation,single,bolero,boy band,country,dance/electronic,else,funk,hip hop,house,indie,jazz,k-pop,latin,metal,opm,pop,r&b/soul,rap,reggae,reggaeton,rock,trap,Top10_dummy,Top50_dummy
83980,on a mountain,Gunna,2611308,13,16,0.787,0.552,4,-7.676,0,0.0685,0.0808,0.0,0.102,0.21,81.987,175721,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83981,crusade,Marshmello - SVDDEN DEATH,27670203,1,1,0.618,0.98,9,-0.842,0,0.0777,0.0266,0.516,0.328,0.488,140.003,171429,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83982,threat 2 society,2 Chainz,5854248,2,14,0.617,0.779,1,-5.084,1,0.287,0.201,0.0,0.117,0.887,83.332,225800,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83983,potential,Gucci Mane - Lil Uzi Vert - Young Dolph,3520064,13,18,0.957,0.46,1,-7.513,1,0.325,0.00418,0.000748,0.0947,0.191,123.951,290325,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83985,girl,Maren Morris,526346,1,14,0.44,0.793,6,-3.95,1,0.0502,0.0677,0.0,0.0788,0.447,143.599,250653,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83986,even though im leaving,Luke Combs,3747160,3,17,0.554,0.755,2,-6.04,1,0.0319,0.225,0.0,0.301,0.624,77.962,225253,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83988,yeah right,Joji,3586162,1,1,0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,174358,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
83989,worship you,Kane Brown,2911105,3,7,0.63,0.496,8,-7.011,1,0.0329,0.388,0.0,0.088,0.387,78.024,205747,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83991,shotta flow 5,NLE Choppa,2371258,12,20,0.806,0.749,1,-5.268,1,0.328,0.0838,0.0,0.0621,0.77,140.032,145167,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83992,big poppa - 2005 remaster,The Notorious B.I.G.,5626263,13,19,0.778,0.578,9,-7.22,0,0.274,0.432,0.0,0.138,0.758,84.487,252747,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83993,chase the money,E-40 - Quavo - Roddy Ricch - A$AP Ferg - ScHoolboy Q,582828,1,1,0.885,0.771,11,-5.356,1,0.31,0.00668,0.0,0.103,0.205,92.02,284470,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83994,bring dem things,French Montana - Pharrell Williams,3691323,7,18,0.466,0.666,1,-6.77,1,0.169,0.000199,0.0195,0.0803,0.337,113.935,196117,5,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83996,die wit em,ScHoolboy Q,3388289,11,14,0.913,0.55,11,-7.013,1,0.149,0.00564,0.000644,0.118,0.156,132.019,189120,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83999,dont kill my high,Lost Kings - Wiz Khalifa - Social House,270333,1,4,0.674,0.932,8,-4.876,1,0.0718,0.0363,0.0,0.0576,0.826,144.039,180333,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84002,clementine,Halsey,12622150,2,16,0.533,0.437,3,-7.659,0,0.162,0.885,0.0,0.106,0.48,143.263,234411,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84003,red light,Future,9442830,5,9,0.569,0.573,6,-6.286,0,0.215,0.0682,0.0,0.126,0.326,150.295,246907,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84005,illuminati,Lil Pump - Anuel AA,7325898,1,1,0.764,0.538,8,-5.358,1,0.271,0.18,0.0,0.0967,0.233,129.942,224330,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84008,still here,Drake,50593376,10,20,0.834,0.433,0,-9.607,1,0.174,0.0258,0.0,0.633,0.229,133.938,189853,3,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84012,something to rap about,"Freddie Gibbs - The Alchemist - Tyler, The Creator",573293,6,10,0.406,0.524,5,-11.071,1,0.255,0.469,3.95e-06,0.117,0.412,56.046,282560,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84013,my love,Wale - Major Lazer - WizKid - Dua Lipa,2825404,4,14,0.728,0.811,7,-4.278,1,0.0564,0.0453,2.07e-06,0.362,0.705,114.995,228707,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84025,lucid dreams,Joseph Yap,227,1,1,0.63,0.552,5,-14.103,0,0.035,0.044,0.41,0.155,0.416,179.912,170841,4,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84028,painless 2,J.I the Prince of N.Y - NAV - Lil Durk,320979,1,1,0.714,0.436,5,-8.938,0,0.322,0.439,0.0,0.121,0.535,138.035,242368,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84030,penthouse,Wiz Khalifa - Snoop Dogg,9460688,9,25,0.878,0.723,10,-6.66,0,0.0598,0.145,0.0,0.708,0.534,119.038,200438,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84032,love songs,Kaash Paige,131686,1,1,0.654,0.367,5,-10.203,1,0.0938,0.825,0.000505,0.106,0.489,119.986,148629,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84035,boomin,Teyana Taylor - Missy Elliott - Future,951339,8,23,0.548,0.398,0,-8.187,1,0.293,0.359,0.0,0.291,0.579,127.899,331469,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84036,all on me,Devin Dawson,139548,1,1,0.631,0.658,5,-5.313,1,0.0281,0.144,0.0,0.22,0.7,80.996,227573,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84038,go for broke,Machine Gun Kelly - James Arthur,2691848,3,13,0.592,0.763,1,-3.334,1,0.366,0.242,0.0,0.0715,0.644,180.084,210947,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84046,faygo,The 7 Dimensions,643,8,9,0.84,0.406,0,-10.514,1,0.0558,0.0171,1.17e-06,0.0997,0.334,98.962,142060,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84050,feels like forever,Kygo - Jamie N Commons,6858400,3,18,0.643,0.719,1,-5.535,1,0.11,0.414,0.0,0.0744,0.394,119.973,217247,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84054,wanted u,Joji,3586162,4,12,0.305,0.715,7,-7.54,1,0.0554,0.105,0.0495,0.0906,0.29,82.977,251015,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84057,love songs - bonus,Kaash Paige,131686,8,8,0.641,0.355,5,-10.599,1,0.0906,0.831,0.000855,0.11,0.453,120.032,148640,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84059,laneswitch,Lil Tjay,1982751,11,17,0.736,0.684,11,-7.779,0,0.0863,0.138,0.0,0.262,0.346,128.002,150000,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
84061,pineapple skies,Miguel,3065984,1,1,0.654,0.587,10,-6.331,1,0.0439,0.026,0.0,0.589,0.288,100.014,281360,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84064,pray for me,G-Eazy,4646328,2,20,0.77,0.502,5,-9.604,0,0.13,0.0614,0.0,0.069,0.305,127.946,207907,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84068,move on,Mike Posner,1053870,1,1,0.738,0.689,2,-5.715,1,0.0327,0.167,0.453,0.413,0.416,102.021,178427,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84073,"whenever, wherever",Shakira,20000308,3,13,0.793,0.832,1,-4.862,0,0.0406,0.236,1.12e-05,0.202,0.872,107.661,196160,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84074,body like a back road,Sam Hunt,1970425,5,12,0.736,0.458,5,-7.437,1,0.0316,0.441,0.0,0.148,0.65,98.977,162547,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84076,heaven belongs to you,BROCKHAMPTON,1614536,4,12,0.68,0.634,7,-8.446,1,0.36,0.0208,2.02e-06,0.479,0.693,155.911,89613,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84082,dance the night away - 2015 remaster,Van Halen,3550384,2,10,0.548,0.843,8,-7.32,1,0.0597,0.0373,1.26e-06,0.0536,0.719,129.661,188084,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
84083,crash,ScHoolboy Q,3388289,1,1,0.825,0.644,1,-6.001,1,0.175,0.0311,0.0,0.0861,0.79,132.019,161493,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84085,hate to say,Tory Lanez,3310268,8,18,0.589,0.766,11,-5.506,0,0.353,0.642,0.0,0.277,0.65,80.563,249240,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84087,plottin,Kid Trunks - Flyboy Tarantino - Robb Bank$,202492,5,24,0.856,0.393,8,-7.348,1,0.457,0.0304,0.0,0.0959,0.119,161.984,177778,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84088,staccato,Tory Lanez,3310268,1,2,0.713,0.661,1,-5.74,0,0.148,0.00977,0.0,0.13,0.241,105.873,156560,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84090,my skin my logo,Solange,1228127,11,19,0.724,0.292,8,-8.512,1,0.253,0.291,0.000748,0.231,0.524,81.409,175733,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84091,la la land,Bryce Vine - YG,348666,2,10,0.774,0.473,1,-5.122,0,0.0569,0.221,0.0,0.222,0.416,97.953,177253,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84092,tryna smoke,Jhené Aiko - Micahfonecheck,3809217,11,20,0.644,0.451,8,-11.079,1,0.154,0.39,4.17e-05,0.593,0.779,149.854,269853,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84093,all on me,Devin Dawson,139548,2,12,0.634,0.668,5,-5.488,1,0.0291,0.14,0.0,0.216,0.635,80.989,224627,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84095,og kush diet,2 Chainz,5854248,14,16,0.913,0.632,0,-5.07,1,0.385,0.163,2.62e-06,0.208,0.344,139.892,250947,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84097,"1, 2 many",Luke Combs - Brooks & Dunn,3747160,6,17,0.54,0.821,6,-3.789,1,0.0875,0.0397,0.0,0.423,0.685,148.791,180907,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84100,she wolf,Shakira,20000308,1,16,0.865,0.69,7,-7.448,1,0.0444,0.289,0.0138,0.225,0.868,121.983,188867,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84104,street dreams ii,Logic,5004777,10,14,0.677,0.871,10,-6.128,0,0.273,0.0884,0.0,0.736,0.254,176.088,266440,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84106,castro,Yo Gotti - Kanye West - Big Sean - Quavo - 2 Chainz,3068359,8,11,0.79,0.544,10,-6.624,0,0.368,0.643,0.0,0.13,0.467,146.077,219947,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84108,dear hate,Maren Morris - Vince Gill,526346,1,1,0.526,0.412,9,-9.292,1,0.0385,0.804,0.0,0.117,0.289,79.732,220387,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84109,caught in the fire,Bazzi,3807231,1,1,0.728,0.705,0,-5.81,1,0.15,0.148,1.27e-05,0.34,0.308,165.002,169091,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84110,lovin on you,Luke Combs,3747160,4,5,0.571,0.947,4,-4.894,1,0.0601,0.00193,0.000128,0.165,0.538,118.98,195067,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84111,serial lover,Kehlani,4028947,10,15,0.486,0.602,3,-8.65,0,0.356,0.371,2.26e-05,0.115,0.44,174.676,145807,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84113,fly,Marshmello - Leah Culver,27670203,1,1,0.63,0.9,4,-3.955,1,0.0387,0.000639,0.852,0.203,0.155,134.988,193778,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84121,day for day,Kodak Black,6344939,1,18,0.737,0.562,5,-8.156,1,0.373,0.283,0.0,0.0727,0.457,81.015,168312,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84123,tootsies,Gucci Mane - Lil Baby,3520064,3,13,0.84,0.589,2,-6.816,1,0.0851,0.00689,0.0,0.137,0.216,133.028,189082,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84124,high,Whethan - Dua Lipa,200764,4,22,0.712,0.542,10,-5.648,0,0.194,0.121,0.0,0.0662,0.656,147.864,196707,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84136,bootsy bellows,Wiz Khalifa,9460688,11,25,0.795,0.485,11,-7.365,0,0.293,0.443,1.47e-06,0.349,0.6,77.572,204591,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84137,nunya,Kehlani - Dom Kennedy,4028947,3,9,0.675,0.71,1,-4.027,1,0.21,0.39,0.0,0.381,0.574,97.98,244688,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84139,"take me home, country roads",John Denver,1120119,1,11,0.255,0.43,9,-12.564,1,0.0322,0.546,1.87e-05,0.188,0.546,164.267,197813,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84140,maybe its time,Bradley Cooper,161775,7,34,0.699,0.282,7,-7.65,1,0.0374,0.798,1.23e-06,0.0981,0.359,79.776,159293,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84145,pups,A$AP Ferg - A$AP Rocky,2699921,1,1,0.497,0.79,11,-5.934,1,0.377,0.00583,0.0,0.347,0.154,132.026,157172,5,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84149,you could be,R3HAB - Khrebto,2082155,6,17,0.718,0.681,5,-4.593,0,0.0361,0.255,1.88e-05,0.208,0.356,139.99,160286,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84151,u & us,Quinn XCII,553781,4,12,0.598,0.73,4,-7.871,1,0.0423,0.087,0.00268,0.186,0.264,130.039,226000,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84152,new year’s day,Taylor Swift,33485486,15,15,0.661,0.151,0,-12.864,1,0.0354,0.921,0.0,0.13,0.23,94.922,235467,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84155,right,Mac Miller,5013742,13,14,0.682,0.281,5,-14.267,1,0.126,0.804,0.359,0.106,0.475,82.954,287871,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84157,0 to 100 / the catch up,Drake,50593376,1,1,0.559,0.716,11,-3.964,0,0.39,0.737,0.0,0.252,0.504,176.618,275227,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84160,i hope,Gabby Barrett,98609,1,1,0.561,0.536,6,-6.227,1,0.0346,0.0951,0.0,0.114,0.378,150.01,209229,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84162,ftp,YG,2387089,1,1,0.768,0.506,11,-8.749,0,0.236,0.0136,3.95e-05,0.349,0.395,99.978,162191,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84163,another day gone,A Boogie Wit da Hoodie - Khalid,5184928,10,20,0.643,0.608,5,-8.446,0,0.152,0.0984,0.000101,0.247,0.564,156.974,188026,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84165,everything thats missing,Big Sean - Dwele,7838718,8,21,0.405,0.51,8,-10.343,0,0.411,0.692,2.41e-06,0.245,0.396,183.057,194051,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84166,dont worry be happy,Bobby McFerrin,137582,1,10,0.675,0.166,11,-22.602,1,0.171,0.88,7.14e-05,0.0461,0.747,68.837,294400,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84171,cry,Gryffin - John Martin,601185,1,1,0.458,0.802,1,-3.914,1,0.0416,0.0155,0.0,0.0706,0.51,145.135,218402,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84173,test drive,Joji,3586162,1,4,0.646,0.648,3,-8.602,1,0.0372,0.71,0.00316,0.108,0.466,75.004,179423,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84179,never had the balls,Rex Orange County,2492122,6,10,0.691,0.68,5,-7.808,1,0.0365,0.387,0.000276,0.0508,0.361,149.974,236893,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84181,we wish you a merry christmas,John Denver,1120119,13,13,0.678,0.353,9,-15.636,1,0.0716,0.814,0.0,0.0904,0.777,84.545,65347,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84184,tic toc,Rich The Kid - Tory Lanez,2367135,9,16,0.778,0.644,1,-4.147,1,0.12,0.0388,0.0,0.115,0.21,169.986,150041,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84186,cash machine,Shelley FKA DRAM,789922,6,14,0.745,0.669,9,-3.613,1,0.129,0.522,0.0,0.154,0.699,143.164,181154,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84187,leave me,Rich The Kid,2367135,4,15,0.869,0.56,10,-7.59,1,0.137,0.0323,0.0,0.219,0.392,147.9,182487,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84189,does to me,Luke Combs - Eric Church,3747160,13,18,0.616,0.849,0,-4.897,1,0.0373,0.311,0.0,0.311,0.638,113.065,223320,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84191,king of the fall,The Weeknd,25562055,1,1,0.585,0.757,4,-4.752,0,0.0599,0.101,0.0,0.273,0.208,78.018,301595,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84193,mad,Solange - Lil Wayne,1228127,6,21,0.827,0.477,0,-5.025,1,0.254,0.101,4.15e-05,0.0908,0.599,119.807,235493,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84197,neva missa lost,Future,9442830,9,17,0.747,0.492,11,-8.399,0,0.11,0.271,1.11e-05,0.263,0.189,124.87,238010,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84198,speak,Jhené Aiko,3809217,4,20,0.341,0.368,4,-9.637,1,0.0311,0.34,0.0,0.14,0.28,89.624,185240,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
84199,seeming like it,YoungBoy Never Broke Again,5749977,4,18,0.731,0.439,8,-5.479,1,0.435,0.158,0.0,0.375,0.649,79.824,184843,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84202,onna come up,Lil Eazzyy,17715,1,1,0.796,0.426,1,-13.207,1,0.285,0.356,2.73e-05,0.0941,0.649,150.043,128014,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84204,the fighter,Keith Urban - Carrie Underwood,3940469,8,18,0.681,0.856,11,-5.166,0,0.0517,0.0224,0.0,0.188,0.755,132.011,184040,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84205,good as you,Kane Brown,2911105,2,13,0.634,0.516,8,-6.05,1,0.0373,0.4,0.0,0.142,0.769,153.831,192053,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84207,overdose,YoungBoy Never Broke Again,5749977,1,13,0.809,0.845,10,-5.843,0,0.352,0.224,0.0,0.638,0.67,90.015,176990,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84208,the plan,G-Eazy,4646328,8,20,0.826,0.597,1,-7.807,1,0.432,0.00278,0.0,0.156,0.35,118.044,250293,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84209,outer space bih,Future,9442830,15,21,0.878,0.57,1,-8.6,1,0.146,0.0931,0.000227,0.106,0.298,79.997,175017,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84211,good as hell,Lizzo,3308612,15,16,0.682,0.919,0,-3.18,0,0.0875,0.256,0.0,0.442,0.535,95.982,159736,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84216,gut feeling,Ella Mai - H.E.R.,3143752,12,16,0.604,0.551,10,-5.768,0,0.0478,0.406,0.0,0.395,0.423,76.067,236384,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84217,livin off the land,Justin Timberlake,9849964,14,16,0.475,0.574,5,-8.465,0,0.076,0.0349,0.00492,0.235,0.75,199.834,293560,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84219,lil favorite,Ty Dolla $ign - MadeinTYO,3540805,13,20,0.689,0.769,0,-5.362,1,0.0329,0.0129,0.0,0.282,0.435,156.074,193853,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84220,karma,Queen Naija,1635307,1,1,0.592,0.571,1,-7.132,1,0.174,0.172,0.0,0.106,0.424,104.95,176076,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84222,escape,Kehlani,4028947,12,19,0.562,0.688,4,-5.353,1,0.0794,0.0391,0.0,0.235,0.707,79.979,201720,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84224,happy days,blink-182,6131096,2,15,0.539,0.857,11,-4.489,1,0.0562,0.00279,0.0,0.124,0.605,154.971,179000,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84225,champions,Kanye West - Gucci Mane - Big Sean - 2 Chainz - Travis Scott - Yo Gotti - Quavo - Desiigner,12691508,1,1,0.692,0.774,6,-2.48,0,0.0876,0.0623,0.0,0.873,0.349,134.952,334253,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
84230,put a little love on me,Niall Horan,6170158,1,1,0.584,0.465,10,-4.88,1,0.0262,0.678,0.0,0.106,0.299,95.969,224586,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84234,infatuation,Takeoff,1029845,10,12,0.629,0.608,2,-7.247,0,0.0771,0.0724,0.0,0.0874,0.413,103.021,221893,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84235,holyfield,Wiz Khalifa,9460688,6,25,0.892,0.694,1,-6.96,1,0.332,0.0867,0.00237,0.158,0.824,156.017,153966,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
